Name A State People Visit On A Ski Vacation,Colorado,Vermont,Alaska,Utah
Name Something People Mark On Their Calendars.,Birthdays,Appointments,Anniversary,Vacation
Name A Holiday That’s Associated With Candy.,Halloween,Easter,Christmas,Valentine’s Day
Name Something In Your House That Can Be Set.,Alarm/Clock,Table,TV/Tivo,VCR/DVD Player
How Can You Tell Immediately That An E-Mail Is Spam?,Unknown Sender,No Subject,Goes To Junk,Virus Alert
Name Something You Dread Doing After A Snowfall,Shoveling,Driving,Leaving The House,Walking
Name A Job That Many Celebrities Had Before They Were Famous.,Food Server,Model,Cook,Washing Cars
Name A Common Household Item That Was A Luxury To Have 50 Years Ago,Tv,Dishwasher,Phone,Washing Machine
Name A Job In Which You’d Be Exposed To A Lot Of Germs,Doctor,Nurse,Teacher,Waste Collector
Name Something Many Teens Want To Do Before Their Parents Think They Are Ready.,Drive,Date,Move Out,Wear Makeup
Name A Reason A Couple May Keep A Close Watch On A Calender.,Anniversary,Baby Due,Trying For A Baby,Wedding day
name A Sport Or Athletic League Whose Large Athletes You’d Hate To Ride A See-Saw With.,Sumo Wrestling,Football,WWF Wrestling,Weight Lifting
Name A Reason Your Cell Phone Might Stop Working.,Dead Battery,Out Of range,Didn’t Pay Bill,Wet
What In A Crime Scene Would An Investigator Check For Fingerprints?,Weapon,Door Knob,Body,Window
Name A Drink That Many People Love Despite Its Bitter Taste,Beer,Coffee,Lemonade,Wine
Name Something You Do To Let A Friend Know She Has Food On Her Face,Tell Her,Point At It,Giggle/ Tease Her,Wipe Your Own Face
Name Something That Only A Person Who Really Loves Christmas Would Do As Early As October.,Decorate,Shop For Gifts,Put Up Tree,Wrap Gifts
Name A Sports Whose Athletes You’d Least Like To Get In A Fight With,Boxing,Football,Hockey,Wrestling
"Name Something You Find More Of At A Sporting Event, Than At A Movie Theater",Beer,Fans,Hot Dogs,Yelling
"If A Con Man Approached You, What Do You Think He’d Immediately Want To Know?",Your Name,Your Income,Your Age,Your Address
Name Something You Bring To A Party Even If The Host Doesn’t Ask You To Bring Anything,Alcohol,Flowers,Chips,Yourself
Name Something That Gets Sewn Onto Clothes,Buttons,Patches,Name,Zipper
Name A Job In Which You Could Wear Shorts To Work.,Lifeguard,Mail Carrier,Gym Teacher,Zookeeper
Name Something That Many People Are Afraid To Drive On.,Icy Roads,Snow,Bridge,Freeway
What Are Some Actions People Might Take To Be More Earth Friendly?,Recycling,Buy Hybrid Car,Use Less Paper,Plant Trees
Name A Meal That Sometimes Comes With A Bib Even For Adults.,Ribs,Wings,Seafood,Steak
Name A Halloween Costume That Young Girls Often Wear.,Princess,Witch,Fairy,Angel
Tell Me An Invention That Probably Led To People Having Much Less Spare Time.,TV,Computer,Telephone,Car
When Hosting A Dinner Party What Might You Ask A Friend To Bring.,Alcohol,Dessert,Salad,Chips
"Name Something That The Bride And Groom Do At A Wedding, That Another Guest Should Not.",Kiss During Toasts,Cut The Cake,Say Vows,Dance To First Song
"If An Auctioneer Had A Baby, What Might Be Her First Words?",Sold,Going Once … Gone,Bid,Do I Hear
Name A Kids Movie that Makes Adults Cry To.,Bambi,Old Yeller,Lion King,Dumbo
Name A Coffee Drink That’s Easy To Mispronounce.,Latte,Mocha,Cappuccino,Espresso
Name Something It Might Be Ok to Lie To A Partner About In Order To Spare Their Feelings.,How They Look,Being Faithful,Satisfaction In Bed,Ex
"Despite Its Beauty, Name A Reason Why You Wouldn’t Want To Live In Hawaii.",Too Hot,Expensive,Volcano,Far Away
Name Something That Gets Into Your House If You Leave Food Out.,Ants,Rodents,Roaches,Flies
Name Something That’s Essential To Creating A Romantic Atmosphere At Home.,Candles,Music,Good Lighting,Flowers
Name Something You Would Not Want To Drop Your Wedding Ring Into.,Sink,Toilet,Water,Food
Name A Word Or Phrase That Ends In -Phobia.,Arachnophobia,Agoraphobia,Claustrophobia,Germophobia
Name Something A Man Might Ask His Dad’s Advice On.,Relationships,Finances,Car,Job
Name An Animal That Might Live In A Tree,Monkey,Bird,Sqirrel,Koala
"Name Something You Put On Your Face, That You’d Never Dream Of Putting On Your Feet.",Makeup,Lotion,Cold Cream,Mask
Name Something That causes Yo To Become Friends With Someone You Otherwise wouldn’t Have,Money,School/Work,Both Have Kids,Mutual Friiends
"Although It Was Nice To Be A Kid, Name A Part Of Childhood You’d Never Want To Go Through Again.",School,Puberty,Acne,Potty Training
"If Stuck With No Diapers, What Might A Desperate Parent Use Instead?",Towel,Shirt,Napkins,Rag
What Might You Be Afraid Of While Sleeping In A Tent?,Bears,Bugs,Snakes,Rain
Name Something That’s Hard To Build But Easy To Tear Down.,House of Cards,Building,Sandle Castle,Trust
Name A Time When A Man Might Be Extra Caring Toward His Wife,Their Anniversary,When She’s Pregnant,On Her Birthday,When She’s Sick
Name Something A Woman Might Suggest Her Husband Do To Improve His Appearance.,Shave,Work Out,New Hairstyle,Dress Up
Which Sounds Do Children Listen For On Christmas Eve?,Sleigh Bells,Ho Ho Ho,Reindeer On Roof,Footsteps
Name A Reason Why A Child You Don’t Know Might Come To Your Door.,Selling Cookies,Lost,Trick Or Treat,Newspaper
Name A Household Activity That People Wear Gloves While Doing.,Dishes,Gardening,Scrubbing Toilet,Painting
Name An Occupation That You Hope Is Great At Their Job 100% Of The Time.,Doctor,Pilot,Lawyer,Police Officer
Name Something You Never Quite Believed About The Brady Bunch.,Always Happy,Never Fight,Shared One Bathroom,So Many Kids
Name Something The Police Might Look For When They Search A Suspect’s House.,Drugs,Evidence,Weapon,Suspect
Name An Occupation that a boy Wouldn’t Want His Girlfriend’s Father To Have,Police Officer,Lawyer,Judge,Clergy
We Asked 100 Women: Name Something You Would Not Like To Have a Man Do For You On a Date.,Order Food,Open Car Door,Pay For Everything,Feed Me
Name Something You Clean that Only Gets Dirty Again in A Day,Dishes,Clothes,Bathroom,Floors
"Other Than “Love”, Name A Word That’s in Almost Every Love Song",Heart,Baby,Kiss,Forever
Name Something You Eat That Comes With Sauce,Spaghetti,Pizza,Chicken Nuggets,Fries
name Something You Put in Your Mouth But don’t Swallow,Gum,Toothpaste,Mouothwash,Hard Candy/Sucker
name A Talent You Rarely See Women Do Outside A Beauty Pageant,Sing,Tap Dance,Baton Twirling,Juggle
Name A Hollywood Man Who would Have No Trouble Getting dates If He Were Single.,Brad Pitt,George Clooney,Tom Cruise,Mel Gibson
Name Something A Home Might Have To Make It energy Efficient,Solar Panels,Good Insulation,Efficient Bilbs,New Windows
What Is The Most Common Thing People Get stuck In Their Hair,Gum,Comb/Brush,Food,pencil
Name A reason You Wouldn’t recognize Someone At Your High School Reunion,Weight Gain/Loss,Bald,Older,Plastic Surgery
Name An Occupation That You’d be In Trouble If You Disrespected,Police officer,Teacher,Judge,Politician
Name something Kids Dissect In Science Class,Frog,worm,pig,rodent
Name An Unhealthy Ingredient You Often See In Kids Cereal,Sugar,Chocolate,Syrup,Salt
Tell Me Something Women Would Want Men To wear More Often,Cologne,Suit,Tie,Shorts
Name Something Kids Look Forward To The Most In winter,Playing in Snow,Christmas,Sled/Ski,Vacation
Name A Sport That Requires Water In Order To Be Played,Swimming,Water Polo,Surfing,Water Skiing
How Many Dates Should You Go On Before Kissing Someone?,2,3,1,5
Name An Occupation That A Boy Wouldn’t Want His Girlfriend’s Father To Have.,Police Officer,Lawyer,Judge,Clergy
Name Something You Put In Your Mouth But Do Not Swallow.,Gum,Toothpaste,Mouthwash,Hard Candy/ Sucker
"Other Than Halloween, Name A Reason Why You Might Wear A Costume.",Costume Party,In A Play,Christmas/ Santa,Just For Fun
Name Something That’s On Your Dinner Table Every Night That The Dog Won’t Beg For.,Vegetables/ Salad,Salt,Silverware/ Plates,Napkin/ Tablecloth
Name A Day Of The Year That Some People Don’t Want To Spend Alone.,Christmas,Valentine’s Day,Birthday,New Year Eve’s
"Other Than Speeding, Name A Reason A Cop Might Pull You Over.",Light Out,Swerving,Failure To Stop,No Seatbelt
Name Something That A Businesswoman Must Always Wear To Work.,Suit,Bra,Heels,Nylons
Which Words Do You Dread Hearing At The Dentist’s Office?,Cavity,Drill,Root Canal,Oops
Name An Unhealthy Ingredient You Often See In Kids’ Cereals.,Sugar,Chocolate,Corn Syrup,Salt
Name Something Kids Would Play With Outside In Summer,Ball,Pool,Bike,Sprinkler/Hose
Name Something You Would Do If You Heard That Your Favorite Cereal Was Discontinued,Get Upset,Stock Up,Complain,Switch Brands
"name something You Hope For, But Can’t Count On, When Going On Vacation",Good Weather,Good time,Plenty Of Rest,Tan
Name A Complaint People Have About Shoes With Laces.,Come Untied,Length,Knots,Too Tight
Name Something Kids Look Forward To The Most In The Winter.,Playing In The Snow,Christmas,Sled/ Ski,Vacation
Name Something You Would Hate To Be Wearing When Company,Robe/Pajamas,Underwear,Towel,Birthday Suit
Name A Small Kitchen Appliance That A Bachelor May Not Have,Toaster,Blender,Mixer,Can Opener
Name Something That Works Better On A Windy Day,Kite,A Windmill,Sailboat,Chimes
Name Something A Child Asks For Just To Delay His Bedtime,Drink,Bedtime Story,Snacks,Hug/Kiss
Name Something A Person Who Dislikes Technology Might Not Have,Computer,Cell Phone,TV,Microwave
Name a Type Of Vehicle That’s Noisier Than The Average Car.,Semi Truck,Motorcycle,Bus,Train
Whose car would A Thief Be Unlikely To Steal?,Police Officer,President’s,His Parent’s,Cab Driver’s
Name The First Animal You Picture When You Think Of A Farm,Cow,Pig,Horse,Chicken
Name something People Eat With Crackers,Cheese,Soup,Peanut Butter,Chili
Name An event You Might Have A Lot Of Leftovers From,Thanksgiving,Birthday Party,Wedding,Christmas
Name Something You Might Stay In And Do On A Rainy Day,Read,Sleep,Watch TV/Movies,Clean
Name A Place You’d Be Surprised To See A New Dad On The Day Of His Child’s Birth,bar,Work,Sporting Event,Home
Name A Reason Why A Couple Decides To Move In Together,In Love,Save money,Getting Married,kids Together
"Name Something A Realtor Suggests You Do, In Order To Sell Your House",Paint,Clean It,Make Upgrades,Lower The Price
Name An Alcoholic Beverage That’s Also A Woman’s Name,(Bloody) Mary,Sherry,Brandy,Margarita
Name A Fruit You Often Find on Or In Pancakes,Blueberries,Strawberries,Bananas,Apples
Name Something That Comes After It’s Been Raining,Rainbow,Sun,Worms,Bugs
"early In Dating Someone, Name Something You Shouldn’t Do Repeatedly Unless The Feelings Are Mutual",Kiss,Say ” I Love You”,Touch,Call
Name A Food Or Beverage Associated With England,Tea,Ale,Fish and Chips,Crumpets
Name An Airline You can Fly Almost Anywhere in the US,United,American,Southwest,Delta
Name Something People Let Soak Overnight,Clothes,Food,Dishes,Dentist
Name Something A Woman Might Have A Hard Time Doing In Her Last Month Of Pregnancy,Sleeping,Tying Shoes/ Bending,Walking,Eating
"Name A Morning Stop That Many Adults Make first, Before going Into Work",Coffee shop,Day Care/School,Breakfast,Gas station
Name A Desert That’s Sold In Plastic Packages,Cookies,Snack Cake,pudding,Ice Cream
Name Someone in Your Life Who loves You Unconditionally,Mother,Dog,partner,Kids
Name A Game That Involves The Word King,Chess/checkers,King Kong,King Of The Hill,King’s Corner
Name Something Embarrassing That Happens To People At The Airport,Get searched,Get Lost,Miss Flight,Luggage Comes open
Name Something That’s Often Served With Cheese At A Party,Crackers,Wine,Bread,Meat
"Name Something That Some People Plan For Months, And Others Do Spur Of The Moment",Get Married,Go On Vacation,Have A baby,Party
Name A fruit That’s Hard To Eat Without Getting Messy,Orange,Watermelon,Tomato,Peach
Name Something A Person Running From The Law Might Not Put On Their Social Networking Site,Real Name,Address,Picture,Phone Number
Name An event That Most People Look Forward To Each Week,Weekend,Football game,Payday,Place Of worship
How Can You Tell That A Letter Was Written By Someone Who Hates To Waste Paper?,Small Print,Mistakes,Both Sides Used,Recycle Paper
Name An Occupation In which You’d Get To Use A Two Way Radio,Police Officer,Trucker,Construction,Security Guard
Name Something People dye A Different Color,Hair,Eggs,Shoes,Shirt
Name Something A Stalker And A Detective Both Do,Spy On People,Follow People,Snoop For Info,Take Pictures
Name A Classical Music Composer That Most Know About,Mozart,Beethoven,Bach,Tchaikovsy
Name something People Drink To Keep Them Awake,Coffee shop,Energy Drink,Soda,Tea
Name A Place In Your Car That You Are Likely To Find Something That’s Gone Missing,Under Seat,Glove box,Console,Trunk
"If You Were Out Of Town And Forgot To Pack A Change Of Clothes, What Would You Do?",Buy Some,Borrow Clothes,Wash Clothes,Wear Dirty Clothes
Name Something A Teen I More Likely To Do To Their Appearance Then Their Parents Are,Dye Hair,Get A Tattoo,Get A Piercing,Wear Make Up
Name Something Most Answer Machines Messages Ask You To Do,Leave Name,Leave Number,Leave Message,Call back
Name A Favor You Hate Having To Ask friends For,Borrow Money,Use Car,Help Moving,Babysitting
What Are Some Things That People Wore In The 80S That Are Now Out Of Fashion,LEG WARMERS,SPANDEX,SCRUNCHIES,BIG HAIR
Name An Article Of Clothing That You Don’t Wash Every Time You Wear It,Coat,Jeans,Sweater,Bra
Which Person In A School Building Is Likely To Get The Biggest Ego,Principal,Teacher,Star Athlete,Bully
"Name Something Chubby That’s Cute On A Baby, But Not On An Adult",Cheeks,Legs,Belly,Butt
Name Something You Might Buy To go with Your New Pool Table,Pool cue,Balls,Cover,Chalk
"Besides A Professional Cyclist, Name A Job That Involves Bicycle Riding",Cop,Messenger,Paper Boy,Clown
Name A Place In Your House That You Hardly Go Into,Attic,Basement,Closet,Garage
Tell Me A Situation That Makes Just About Everyone Nervous,CANNED,AXED,KICKED TO THE CURB,GOT THE BOOT
Which Part Of His Santa Costume Would A Mall Santa Be Humiliated To Lose While Working,Beard,Pants,Wig,Hat
Name A Famous James Who Many Women Consider Handsome,James Dean,James Bond,James Stewart,James Brown
"In A Classroom, How Can YOU Tell A Teacher Is A Substitute",Nervous,Name On Board,Doesn’t Know Names,No Control
"Name Something That Runs, But Doesn’t Have Legs",Cars,Toilet/Sink,Refrigerator,Nose
Name Something Many Men Refuse To Ask For Help With,Directions,Cooking,Fixing Cars,Paying The Bills
Name An Attribute Of A High School Cheerleader That Could Help Her Become President Of The United States,Spirit,Good Looks,Leadership,Popularity
Name A Reason Why A Plane May Be Delayed,Weather,Needs Repairs,Security Advisory,Refueling
Name Somebody So Rich That Their Name Is Synonymous With Wealth,Trump,Gates,Hilton,Rockefeller
Name Something A Woman Might Want Her Husband To Quit Doing Before They Have Children,Smoking,Drinking,Staying Out Late,Swearing
What Would You Expect To See In The Audience Of A Romance Movie?,COUPLES,AFFECTION,TEARS,TISSUE
Name Something You Can Wear Every Day To Feel Like A Superhero,CAPE,TIGHTS,MASK,WEAPON
"Name A Food You eat At Thanksgiving, but Not During The Rest Of The Year",Stuffing,Cranberry Sauce,Pumpkin Pie,Yams
Name The Least Private Room In Your House,Kitchen,Living Room,Bathroom,Bedroom
Name Someone Who Always Has Advice To Give You,Mom,Dad,Doctor,Best Friend
Name An Occupation That You Could Show Off At A High School Reunion.,Doctor,Lawyer,Actor/Model,Business Person
"Besides Tennis, Name Something People Associate With Andre Agassi",Brook Shields,Commercials,Hair,Earrings
What Would You Have To Learn To Do Before Starring In A John Wayne Movie,Ride A horse,Shoot,Act,Fight
Name Something That You’d Be Asked To Stop Doing In A Movie Theater,Kissing,Throwing Popcorn,Smoking,Laughing
"According To Fairly Tales, name A Way To Meet Prince Charming",Kiss A Frog,Fall Fast Asleep,Go To A Ball,Lose Your Shoe
Name Something Everybody knows About Dr. Seuss,Green Eggs And Ham,Rhymes,Cat In The Hat,Not A Doctor
Name Something From Home You Miss While Staying In A Hotel,Bed,Homemade Meal,Family,Pet
Name A Reason You’d Write A Check Instead Of Using Cash Or A Credit Card.,No Cash/Credit,Using Mail,To Keep Records,Post Dated
Name A Piece Of furniture That’s Too big To Fit In A VW Bug,Couch,Lounge Chair,Bed,Table
"When Doing Laundry For The First Time, Name Something A Single Guy Might Screw Up",Mixing Colors,Bleach Clothes,Too Much Soap,Things For Dry Clean
If You Loan A Car To A Friend Name Something You Hope They Don’t Do.,Wreck It,Make A Mess,Smoke In It,Use Up The Gas
Name The Age That A Boy First Becomes Interested In Girls.,13,12,10,14
What Was The Last Item On Which You Spent At Least $500?,Car,TV,Computer,Clothes
"If You Were Turned Into A Bee, Name Something You’d Have To Learn How To Do.",Make Honey,Fly,Sting,Collect Pollen
What Would A Cowboy Do To Cheer Up When He’s Had A Bad Day?,Drink,Ride His Horse,Sing/Play Guitar,Dance
Name A Type Of TV Show You’d Be Surprised To See A Man Watching.,Soap Opera,Talk Shows,Cooking,Fashion
Name Something That’s Served At Room Temperature.,Red Wine,Cake/Pie,Bread,Fruit
Name A Gameshow That Has Been Around Forever.,Price Is Right,Wheel Of Fortune,Family Feud,Jeopardy
Name Something You’d Be Surprised To Find That A Superhero Couldn’t Do.,Fly,Fight,Apprehend Bad Guys,Lift Heavy Weight
Name A Prop You Would See In An Indiana Jones Movie.,Rope,Rock,Weapon,Map
Name A Reason Why You’d Get Blindfolded.,Surprise Party,Pin Tail On Donkey,Kidnapped,Pinata
Name Something People Look For When Choosing A Diamond.,The Size,The Price,If It’s Real,Quality
"Name Something People Pass Out For Trick-Or-Treat, That A Child May Be Disappointed To Get.",Apple,Toothbrush/Paste,Pennies,Raisins
What Might You Do For A Gift If You’re Short On Cash?,Homemade Gift,Give A Card,Charge It,Re Gift
Name Something Talk Show Hosts Do During A Commerical Break.,Use Bathroom,Talk To Audience,Drink Water/Coffee,Refresh Makeup/Hair
Name Something You Have To Buy For A Wedding,New Clothes,Gift,Cake,Ring
"Name Something In A Beach Bag, That’s Not In Most Purses.",Towel,Sunscreen,Beach Toys,Sandals
Name Something People Do To Their Body That Other People Think Is Crazy.,Pierce,Tatoo,Tan,Shave Their Head
Name a A Synonym For Marriage That Doesn’t Make It Sound Fun,Ball and Chain,Tie The Knot,Hitched,Tied Down
"In An 8 Hour Work Day, How Many Hours Does The Average Person Spend Working.",6,7,5,4
Name The Age That Women Stop Dying Their Hair And Just Decide To Let It Go Grey (Numeric Only).,50,60,65,70
What Might Someone Promise To Do If They Wanted To Be Elected President?,Lower Taxes,World Peace,Create Jobs,Affordable Healthcare
Name An Instance When Parents Are Likely To Ask Their Children If They Need To Use The Bathroom.,Bedtime,Before A Trip,Before Church,At The Movies
Name A Place In The House Where Frightened Children Go During A Thunderstorm.,Closet,Parent’s Bed,Under Their Bed,Basement
Name Something That Both A Detective And A Camper Use.,Flashlight,Magnifying Glass,Compass,Camera
Name Something Donald Trump Probably Keeps With Him At All Times.,Wallet,Cell Phone,Bodyguard,Checkbook
"Name Something That’s Supposed To Be Funny, But Rarely Is.",Jokes,Clown,Movies,Comedian
Tell Me How You Know That Your Friend Is On A Diet.,Eating Less,Losing Weight,Eating Healthy,Cranky
Instead Of Having A Shouting Match Name Another Tactic A Person Might Use To Win A Disagreement,Silent Treatment,Fight,Walk Away,Cry
Name Something On Their Bodies That People Color In Black.,Hair,Nails,Eyes,Eyebrows
Where Do People Go After They Leave Church Service?,Home,Out To Eat,Shopping,Friend’s/Relatives House
Name Something A Teen Might Need Their Parent’s Permission To Do Before They’re 18.,Get Driver’s License,Marry,Get A Tattoo,Get A Piercing
Name Something A Baby Spends A Lot Of Time Doing.,Sleeping,Crying,Eating,Going To The Bathroom
Name An Expression Little Kids Use When They Have To Go To The Bathroom.,I Have To Go Pee Pee,I Have To Go Potty,Poo Poo,Got To Go Tinkle
"Name Something That You Write Out By Hand, Instead Of Type.",Letter/Card,Check,Signature,Grocery List
Name Something You Do To Get Rid Of A Song That’s Stuck In Your Head.,Sing/Hum it Through,Think Of Other Songs,Go To Sleep,Have A Conversation
"Name Something You’d Buy For Your Daughter’s Barbie Doll, But Probably Not For Your Daughter.",Skimpy Clothes,Car,Dream House,Ken/Friends
What Do You Do When Your Stomach Growls?,Eat Something,Drink Water,Hold It,Laugh
Name An Ingredient That Tacos Would Be No Good Without.,Meat,Cheese,Salsa,Lettuce
"Name Something About Which Friends Say, “Keep Looking. You Can Do Better.”",Mate,Job,Clothes,Living Space
Name A Word Or Phrase You Might Use When Addressing Royalty.,Your Highness,Your Majesty,Sir,Madam
Name A Common Mistake People Make When Taking Pictures.,Out Of Focus,Put Finger In Lense,Leave Lense Cap On,No Flash
Name A Scent You’d Smell In A Barn,Manure,Hay,Horses/animals,Oil/Gasoline
Name A Type Of Food That Could Most Easily Be Turned Into A Heart-Shape For Valentine’s Day.,Cake,Cookies,Sandwich/Bread,Pancakes
Name A Summer Picnic Food That Will Make Your Face Messy.,Watermelon,BBQ,Ice Cream,Pie
"Name An Animal That Walks On 4 Legs, But Can’t Give Rides.",Cat,Dog,Cow,Pig
Name A Profession Where You Might Be Bitten By A Dog.,Mail Carrier,Dog Catcher,Veterinarian,Police
Name Something People Associat With Thanksgiving.,Turkey,Cranberry Sauce,Family Dinner,Pumpkin Pie
Name Something You’d See In An Office’s Kitchen Area.,Coffe Pot/Mugs,Microwave,Water Cooler,Refrigerator
Name A Device That You Keep In Your Bathroom For Grooming Purposes.,Brush/Comb,Razor,Tweezers,Scissors
Name Something You Would Do If A Dog Was Chasing You.,Run,Scream,Climb A Tree,Stand Still
Name A TV Show About An Island.,Gilligan’s Island,Lost,Fantasy Island,Survivor
Name Something That A Pill Bottle Warning Might Tell You Not To Do.,Drive/Heavy Equipment,Drink,Overdose,Take Without Eating
Name Something You See The Ground Littered With After The Carnival Has Move On (More Specific Than “Trash”).,Popcorn,Food Wrappers,Cups/Cans,Ticket Stub
Name A Complaint People Might Have About Buying Things Online.,Shipping Charges,Too Big/Small,Fraud,`Slow Delivery
"Name Something That Kids Are Bummed To Get, But Is Worse To Get As An Adult.",Chicken Pox,Cavity/Pulled Tooth,Braces,Acne
Name A Date When You Shouldn’t Break Up With Someone.,Valentine’s Day,Birthday,Christmas,Anniversary
"In Action Movies, Name Something The Hero Is Always Trying To Get His Hands On.",Money,Leading Lady,Gun,Bad Guy
"Name A Place An Animal Might Take A Bath, But You Never Would.",Lake,Mud Puddle,Dust,Birdbath
Name A Type Of Vehicle Where You Usually Sit In The Back.,Limousine,Taxi,Bus,Carriage
Name Something You Have To Get A Picture With During A Vacation To Los Angeles.,Hollywood Sign,Beach,Mickey Mouse,celebrity
Who Might You Pool Money With To Buy Lottery Tickets?,Friend,Relative,Partner,Co Workers
Name Something “Fake” That You Might Give To The Person Hitting On You In A Bar.,Phone Number,Name,Smile,Compliment
Name Something “Human” That People Try To Teach Their Dogs To Do.,Speak,Walk On 2 Legs,Shake,Dance
Name Something You’re More Likely To See In Australia Than Elsewhere.,Kangaroo,Koala,Dingo,Desert
What Are You Advised To To Do When You’re Nervous About Speaking In Front A Crowd?,Picture Crowd Naked,Deep Breath,Calm Down,Drink Water
Name A Vacation Spot That A Person With A Fear Of Heights Would Dread.,Mountains,Grand Canyon,Eiffel Tower,Empire State Bldg
Name Something People Put In Front Of Their House To Deter Burglars.,Alarm System/Sign,Dog,Motion Light,Fence
Name A Term For Someone Who Isn’t Very Generous.,Stingy,Tightwad,Cheap,Greedy
Name a common item that’s shaped like a bear.,Plush Toy,Cookie/Cracker,Honey Container,Gummy Candy
"In The Grocery Store, How Can You Identify A Penny-Pincher?",Bring Coupons,Carry A Calculator,Buy Generic Brands,How They dress
Complete This Sentence. The Key To A Successful Marriage Is ____ing Together.,Sleep,Work,Talk,Laugh
Name A Phrase That’s Said In Commercials To Get You To Buy The Product Right Away.,Free Gift,Call Now,On Sale,Limited Time Offer
Which subject would most elementary school kids say is their favorite?,Gym,English,Art,Math
Name A Job That People Did More 100 Years Ago Than Today.,Farmer,Blacksmith,Carpenter,Miner
"During A Party, Name A Part Of Your House Where You Wouldn’t Want To Find Guests Hanging Out.",Master Bedroom,Bathroom,Kitchen,Office
Which Word Do You Dread Hearing At The Dentist’s Office?,Cavity,Drill,Root Canal,Oops
Name Something Distracting That You Shouldn’t Take With You On A Date.,Cell Phone,Another Person,Ipod,Pet
Name A Professional That Charges You For Advice.,Therapist,Attorney,Doctor,Psychic
Name Something Black That You Associate With Halloween.,Cat,Witch,Bats,Spider
Name A Reason You Might Not Leave The House For An Entire Day.,Sick,Bad weather,Cleaning/Working,Sports/TV
Name Something That An Overprotective Parent Might Forbid Their Teen From Doing.,Dating,Driving,Playing Sports,Staying Out Late
Name Something A High School Student Might Join In Order To Become More Popular.,Sports,Cheerleading,Band,Student Council
Name Something A Person Might Buy To Go With Their Motorcycle.,Helmet,Leather Pants,Leather Jacket,Sunglasses
Which Body Part Might A Pirate Need To Have A Doctor Inspect?,Eye,Leg,Hand/Warm,Teeth
"Real Or Fictional, Name A Famous Tony",Tony Bennett,Tony The Tiger,Tony Danza,Tony Soprano
Name Something You Hope That You’re Still Doing When You’re 80.,Walking/Running,Active Love Life,Driving,Traveling
Name A Specific Type Of Math Class Offered In High Schools.,Algebra,Geometry,Calculus,Trigonometry
What Are Some Non-Living Thing That You Might See Flying In The Sky?,Airplane,Kite,Balloons,UFO
Name Something Batman Doesn’t Leave The Batcave Without.,Batmobile,Cape,Robin,Utility Belt
Name A Beverage You Get Re-Filled For Free At Many Restaurants,Soda,Coffee,Tea,Water
"Name A Comic Book Hero That Wears A Red, White And Blue Costume.",Superman,Captain America,Spider Man,Wonder Woman
What Do Bosses Let Slide On Fridays?,Dress Code,Leaving Early,Being Late,Workload
Name something modern a homemaker from 100 years ago would have loved to have in the kitchen.,Microwave,Dishwasher,Fridge,Blender
Name something you imagine cavemen gave their girlfriends.,Rock,Meat,Club,Bones
Name someone you have a very hard time saying no to.,Kids,Parent,Partner,Boss
Name a specific food or drink moms tell their kids to consume so they grow “Big and Strong”.,Milk,Spinach,Carrots,Broccoli
Name something you might find in a suitcase that would tell you it belongs to Elton John.,Lots of glasses,Music,Pictures,CDs
Name something you might find in a suitcase that would tell you it belongs to Elton John.,Lots of glasses,Music,Pictures,CDs
Name something a chauvinist might try to claim that men are better at.,Sports,Driving,Working,Cooking
Name the last thing you’d want to happen to you in the airport.,Miss flight,Lose luggage,Stopped by security,Delayed
"Other than cowboy,name a profession you often see in cowboy movies.",Sheriff,Bartender,Rancher,Doctor
Name a reason why a person might be annoyed that the weather is nice.,At work/school,No AC,Sick,Drought
Tell me something that you’d prefer to do with strangers rather than family.,Socialize,Date,Work,Fight
Name something that some people are paid to chase after.,Dogs,Criminals,Storms,Footballs/Balls
Name a reason why a person who has a car would call a cab.,Been drinking,Car trouble,Bad weather,Going to airport
Name the loudest animal in the zoo,Lion,Elephant,Monkey,Gorilla
Name something a new Mom spends a lot of time doing.,Breast feeding,Changing diapers,Feeding with a bottle,Holding the baby
Name someone who is more popular dead than when they were alive.,Elvis Presley,Marilyn Monroe,Jesus,James Dean
Where in your office would make a good place to hide from your boss.,Under desk/table,Bathroom,Closet/Supply room,Kitchen/Staff lounge
Name something that women carry more often than men do.,Purse,Baby,Lipstick,Kleenex
Name a specific chore that you cannot do without making a lot of noise.,Vacuumming,Dishes,Laundry,Mowing lawn
Which doctor do people hate to see?,Dentist,Proctocologist,Eye,OB/GYN
Where do you get money that can’t be used to buy anything in the real world?,Board game,Casino,Arcade,Online
We asked 100 Married Women: Name something that your husband does that causes him to be too distracted to listen.,Watch TV,Read newspaper,Use computer,Play video games
"If the North Pole gave guided tours,what specifically would be on the tour?",Santa’s House,Elves/workshop,Polar Bears,Reindeer
"If there were a college for magicians,name a trick that you’re sure would be taught on day one.",Objects disappear,Rabbit out of hat,Card tricks,Saw in half
"If a restaurant had the same rules as your kitchen,what would customers need to do for themselves?",Cook,Wash dishes,Clear table,Serve
Name something a kid might bury in the backyard.,Toy,Pet,Money,Time Capsule
Tell me a good reason to attend your company holiday party.,Food/drinks,Presents/bonus,Fun,To network/suck up
"If you heard a thump in the night,which cleaning tool might you grab for protection?",Broom,Mop,Plunger,Toilet Brush
"If you were to write a memoir,name a specific topic that would come up a lot.",Love/Marriage,Family/Children,Childhood,Work
